experiment_state_timestamp,save_interval_secs,last_save_timestamp,temperature_1_C,humidity_1,egg_turning_on,target_temperature,cooling_start_temperature,heating_proportional_Cf,heating_integral_Cf,heating_derivitive_Cf,target_humidity,range_humidity,control_change_minimum_secs,last_control_change_timestamp,last_fan_on_timestamp,last_turner_change_timestamp,front_switch,rear_switch,near_switch,far_switch,door_switch,exhaust_on,humidifyer_on,heater_on,fan_on
1771870904.4651017,20,1771870978.8663743,39.11,0.5764,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771870988.9210951,1771870908.645658,0,0,1,0,1,-1,0,0,0.5502822709627687,False
1771870904.4651017,20,1771870998.9521172,39.13,0.5725,True,39.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771871008.9824097,1771870908.645658,0,0,1,0,1,-1,0,0,0.568897485913622,False
1771871061.9435637,20,0,39.18,0.5981000000000001,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871066.074285,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871076.1015112,39.19,0.601,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871086.1335595,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871096.1624682,39.15,0.6161,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871106.2205799,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871116.257018,39.13,0.6308,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871126.2920425,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871136.3137884,39.06,0.6428,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871146.3522615,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871156.3792934,38.97,0.6531,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871166.4272122,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871176.453279,38.88,0.6641,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871186.4955802,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871196.525606,38.78,0.6733,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871206.560204,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871216.587415,38.67,0.6828000000000001,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871226.6435564,1771871066.0968437,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871236.6679628,38.55,0.6917,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871246.7067008,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871256.742271,38.46,0.701,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871266.778803,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871276.8121972,38.34,0.7073999999999999,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871286.8715422,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871296.8990788,38.21,0.7148000000000001,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871306.9403014,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871316.977968,38.08,0.7222,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871327.0198529,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871337.0470304,37.98,0.7292000000000001,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871347.1041443,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871357.1319764,37.88,0.7354999999999999,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871367.1696281,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871377.2017374,37.79,0.7429000000000001,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871387.2424507,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871397.2627409,37.62,0.7477,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871407.3388317,1771871246.1035895,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871417.373328,37.52,0.7534000000000001,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871427.405517,1771871426.1041274,0,0,1,0,1,-1,0.1,1,0,False
1771871061.9435637,20,1771871437.4263484,37.43,0.7583,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871447.45072,1771871426.1041274,0,0,1,0,1,-1,False,True,0.1262699314153981,False
1771871061.9435637,20,1771871457.4824746,37.3,0.7626000000000001,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871467.5258677,1771871426.1041274,0,0,1,0,1,-1,False,True,0.2658298168724189,False
1771871061.9435637,20,1771871477.55308,37.22,0.7698999999999999,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871487.5917695,1771871426.1041274,0,0,1,0,1,-1,False,True,0.36841708506605686,False
1771871061.9435637,20,1771871497.6252818,37.1,0.7770999999999999,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871507.663511,1771871426.1041274,0,0,1,0,1,-1,False,True,0.5185446293501308,False
1771871061.9435637,20,1771871517.699738,37.03,0.7846,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871527.7640843,1771871426.1041274,0,0,1,0,1,-1,False,True,0.6302724546849505,False
1771871061.9435637,20,1771871537.8012054,36.96,0.7903,True,37.5,38.2,0.95,0.005,0.0,0.99996,0.03,2,1771871547.8247006,1771871426.1041274,0,0,1,0,1,-1,False,True,0.7494296829519426,False
1771871584.6007457,20,0,36.87,0.8049,True,37.5,38.2,0.95,0.005,0.0,0.6,0.03,2,1771871588.7410297,1771871588.762988,0,0,1,0,1,-1,0,0,0.610281054935988,False
